status;HolderAddress;Balance V1;Post LP drain movements;V2 Migration Qty;comment;;0x7b1ab81f951b9fb609de4c162e0dedecdd6cc54f; 13 846,00   ;#N/A
token not transferred;0xb625519e1250c46a819f3234736185078a7e5361; 11 703,58 ;; 11 703,58 ;;;;;
token not transferred;0xf0b701dccb65bcf45050a131c086667bbf5db6fb; 11 701,16 ;; 11 701,16 ;;;;;
token not transferred;0xc89db771b9c9017f2e2d937d27e64f27828e2251; 11 688,02 ;; 11 688,02 ;;;;;
token not transferred;0xfad60080880defb6ccad34fa7a3dca20b31f8734; 11 664,93 ;; 11 664,93 ;;;;;
token not transferred;0x6a31c3468e6812159b16c7fd2711784db8c7fdd3; 11 627,20 ;; 11 627,20 ;;;;;
token not transferred;0x0bafa43aa507f7123c1f500643bfa147f00ffd0c; 11 522,42 ;; 11 522,42 ;;;;;
transfer to 249F;0x13add62e34de9b36dc85a8b55830119347c00b58; 11 495,23 ;; 11 495,23 ;;;;;
token not transferred;0xb7dab64b5799c479450b8475f6e6542da9269852; 11 279,51 ;; 11 279,51 ;;;;;
transfer to 249F;0x08004b8ade45840e08b86130298a3115b4dbc87e; 11 206,75 ;; 11 206,75 ;;;;;
token not transferred;0x6b6160c7e5f113800d2d9721265119d7242adbfb; 10 930,82 ;; 10 930,82 ;;;;;
token not transferred;0x0f897f6de9371650f6a609769e47d8a5cf09fe7c; 10 902,22 ;; 10 902,22 ;;;;;
token not transferred;0x895d01dcb3041d6369bd1e52fece33bfad5eab03; 10 859,82 ;; 10 859,82 ;;;;;
token not transferred;0x30997b358ff5b041bb5b7e36c668ac4194f116be; 10 793,00 ;; 10 793,00 ;;;;;
token not transferred;0x0f38292c74390b32a85d7ea590489fa9cec4032b; 10 660,76 ;; 10 660,76 ;;;;;
token not transferred;0xd41dca14a1b8a67181792f54f64a5f004230bd71; 10 628,14 ;; 10 628,14 ;;;;;
token not transferred;0xf407bfed1113046b488555ee263d2032b3fcf688; 10 614,06 ;; 10 614,06 ;;;;;
token not transferred;0xd61e3e5aa9382b1bc721f560e9943690f799af28; 10 577,15 ;; 10 577,15 ;;;;;
token not transferred;0xae6b4c4bbebf32a5041c686dd4a6655affe14614; 10 406,00 ;; 10 406,00 ;;;;;
token not transferred;0x564408dec55ea794c134789deed7a665f0acf2e1; 10 406,00 ;; 10 406,00 ;;;;;
token not transferred;0x1953febe4385d82219287e158d3d0fcde82f6daa; 10 339,87 ;; 10 339,87 ;;;;;
token not transferred;0x788d8a729f3d13563ba4afe0718d54e1e5979808; 10 320,00 ;; 10 320,00 ;;;;;
token not transferred;0xf5704fb09001f117f760c83e6a69cc1e920ef0c3; 10 320,00 ;; 10 320,00 ;;;;;
token not transferred;0xa1ff08c994a393c8bade34f03634dcd014009ce4; 10 320,00 ;; 10 320,00 ;;;;;
transfer to 249F;0x3ecdb3f277064d435121e74a64494086806fbc35; 10 292,57 ;; 10 292,57 ;;;;;
token not transferred;0x068642484b13377496fb7615c806a73bfa08dcf2; 10 166,70 ;; 10 166,70 ;;;;;
token not transferred;0xd08bd20d5e4d8ee805e95b8ee88128d869c8ea1d; 10 027,57 ;; 10 027,57 ;;;;;
token not transferred;0x3ca767566cf4330a4926293c9b6eead214a2c109; 10 000,00 ;; 10 000,00 ;;;;;
token not transferred;0x67848a04d09d538309090974136eaa18b39cf8c8; 10 000,00 ;; 10 000,00 ;;;;;
token not transferred;0x67096ea49c65582507425f7e60e65b3c1cc48074; 9 999,30 ;; 9 999,30 ;;;;;
token not transferred;0xa51bc4ba4008fe118f5b91762bde88cc763aee13; 9 984,54 ;; 9 984,54 ;;;;;
token not transferred;0x1cc2b2c7156b5ef242b79c580cdf2be04131aa74; 9 945,74 ;; 9 945,74 ;;;;;
token not transferred;0x530e20d6f76c752e66c87818cdac550da365b189; 9 928,18 ;; 9 928,18 ;;;;;
token not transferred;0x4dad61180af4337b6ea5da34de28495d638e51f3; 9 774,50 ;; 9 774,50 ;;;;;
token not transferred;0xcb55c9050ea1134d21e7fd8a9ed06be4caf33b9b; 9 658,66 ;; 9 658,66 ;;;;;
token not transferred;0x5955dd81506dfca25756c7ea54b853513195f007; 9 650,95 ;; 9 650,95 ;;;;;
token not transferred;0xd5521753545bab2623383f77e8d87c71cd136874; 9 622,54 ;; 9 622,54 ;;;;;
token not transferred;0x40748534a941e033356520f484ca0b746b7eb991; 9 474,52 ;; 9 474,52 ;;;;;
token not transferred;0xf34b1f7d5f79f1adddb1c7867b66f084e4ec84af; 9 460,86 ;; 9 460,86 ;;;;;
token not transferred;0xac808c63255cd79449ec378d8f8f05894ba3ffcb; 9 460,86 ;; 9 460,86 ;;;;;
token not transferred;0x16b085bad744e3eabe96a39f85670aa552a995fd; 9 460,00 ;; 9 460,00 ;;;;;
token not transferred;0xd96adc0c01fbb5da8b61d6179ec4f4276e4c1fa6; 9 460,00 ;; 9 460,00 ;;;;;
token not transferred;0xb0340150c62c357a17926e24adb107ac6c42caf9; 9 445,38 ;; 9 445,38 ;;;;;
token not transferred;0x43304bf31cd5ab11e073dcd6ef3252d6c5bd91fe; 9 292,87 ;; 9 292,87 ;;;;;
token not transferred;0xbb0d7acabf6362480eba43a365dd71fae7c211f4; 9 271,00 ;; 9 271,00 ;;;;;
token not transferred;0x9b9013b165fcbc625f63042e1e2ac185b4448449; 9 247,17 ;; 9 247,17 ;;;;;
token not transferred;0x1af75500b5a6286b99f657f4c9e048b1fd379b34; 9 241,56 ;; 9 241,56 ;;;;;
token not transferred;0x6327f36dcfbefbf55bcd13e6536695a430ef74e9; 9 215,29 ;; 9 215,29 ;;;;;
token not transferred;0x3ea8d01687f137857490a7e39dc1024572127f8c; 9 201,14 ;; 9 201,14 ;;;;;
token not transferred;0xf8d09bf7f8e7e20d58a6839e4d3eeda758e7d6dc; 9 107,40 ;; 9 107,40 ;;;;;
token not transferred;0x90dc46807a30f793e095d3397dd5ee9d8ad32eca; 9 047,67 ;; 9 047,67 ;;;;;
token not transferred;0xd556648839c4e54361a63e798c239fdd99a0c0cb; 8 959,31 ;; 8 959,31 ;;;;;
token not transferred;0x7525475213e76bb452f967874d65302d06cc4258; 8 904,52 ;; 8 904,52 ;;;;;
token not transferred;0x7af56d104cbec4926c1c3a61c68542e935522f3a; 8 851,12 ;; 8 851,12 ;;;;;
token not transferred;0x963a33d76161c4f856f165aff94fc838595865c3; 8 766,75 ;; 8 766,75 ;;;;;
token not transferred;0xb47b6ac5fc4743263487a8dab19ae812d1e6397d; 8 755,67 ;; 8 755,67 ;;;;;
token not transferred;0xc79ca29b6c8916cbfdb5503931b29801c5d4227f; 8 741,90 ;; 8 741,90 ;;;;;
token not transferred;0x532e399ff9325dfa0bfce67727df176658a99768; 8 695,70 ;; 8 695,70 ;;;;;
token not transferred;0xa28b7134c42eebf59c4fa43ae005d516973bfc79; 8 666,25 ;; 8 666,25 ;;;;;
token not transferred;0xf4415a42ad65afded5ec9e23e7ba6d2676361831; 8 633,46 ;; 8 633,46 ;;;;;
token not transferred;0xe313304b150dfac265ed9295024d4249c372456f; 8 600,26 ;; 8 600,26 ;;;;;
token not transferred;0x976e825073f26db8d3567bbb81337b12a88b58ed; 8 600,00 ;; 8 600,00 ;;;;;
token not transferred;0xe5b105cb6780ecece013d380cb7ee81beff9763a; 8 600,00 ;; 8 600,00 ;;;;;
token not transferred;0xbd60c2e80745850090ee9a8b250907f4bc8f2167; 8 600,00 ;; 8 600,00 ;;;;;
token not transferred;0x5dab4eadf72da9c55c02c4e732820961e8793f73; 8 600,00 ;; 8 600,00 ;;;;;
token not transferred;0xeb9014dff85ce129c36c53ea1b76b7f00fa54884; 8 600,00 ;; 8 600,00 ;;;;;
token not transferred;0x981224c3a029340f24a036c16b7da5dd9f2ce128; 8 600,00 ;; 8 600,00 ;;;;;
token not transferred;0x28364acff6239793fa01572efc1e9572c183a066; 8 600,00 ;; 8 600,00 ;;;;;
token not transferred;0xed05f4b7c474e4c7a59fa4c9ad7121b98c31168e; 8 579,59 ;; 8 579,59 ;;;;;
token not transferred;0xc456f81419a4c0ab25d33677640715f62fe8462e; 8 549,26 ;; 8 549,26 ;;;;;
token not transferred;0xc133328360dd46ebd7704fa7ea651709ca7e5bc6; 8 467,04 ;; 8 467,04 ;;;;;
token not transferred;0xec6078af9857e1ef27ce2a5fb273c95c66ba0ace; 8 270,75 ;; 8 270,75 ;;;;;
token not transferred;0xcb2876a9bf4bda51bbf391d350b5139390faf307; 8 252,35 ;; 8 252,35 ;;;;;
token not transferred;0x236a0c061f22e6ae59b316a0252735d9059ced70; 8 213,86 ;; 8 213,86 ;;;;;
token not transferred;0x72f45eed368a7ae74fee8b7ad1964ddeb07a9f4f; 8 202,41 ;; 8 202,41 ;;;;;
token not transferred;0x3afd1fabdb4b993cc43c1b0b807c02ef8fc92ae0; 8 177,74 ;; 8 177,74 ;;;;;
token not transferred;0xe658c38420288ab16c97ae70d5ecc7036d7c0f4b; 8 097,88 ;; 8 097,88 ;;;;;
token not transferred;0x0c8de6c981206f981c4a3c228b4ebd63b79ea297; 8 075,00 ;; 8 075,00 ;;;;;
token not transferred;0x187140a3e1a29f3026cdbc2ca4ca4f69d770e9c5; 8 075,00 ;; 8 075,00 ;;;;;
token not transferred;0x5170112567648ae732a27d6fc992f45a5f8a8ba5; 7 926,78 ;; 7 926,78 ;;;;;
token not transferred;0x0ebaac243d7f7b1f157f662df540b6489b536900; 7 913,50 ;; 7 913,50 ;;;;;
token not transferred;0x1546b46fb9d776c798f6411863b664326e3f3a9e; 7 793,33 ;; 7 793,33 ;;;;;
token not transferred;0xdf806a8d1e0682215e360b14c636906560fd7540; 7 759,10 ;; 7 759,10 ;;;;;
token not transferred;0x4b1a3f61acbd595614e3e66ca48590f634c4ea05; 7 740,00 ;; 7 740,00 ;;;;;
token not transferred;0xb9f6700f834e5e6459e944a1b47b8c4599b51b6e; 7 597,66 ;; 7 597,66 ;;;;;
token not transferred;0x6085104c7576e3eb2df962a883df5ce2766f7e73; 7 568,00 ;; 7 568,00 ;;;;;
token not transferred;0x663c17b307bf420683e63d7564659dd9d28184de; 7 485,41 ;; 7 485,41 ;;;;;
token not transferred;0x2dd4a722acc579567bff8381fd1560173b389345; 7 377,77 ;; 7 377,77 ;;;;;
token not transferred;0xd6dd6450d0ba49ce814e9075b2cebba34a13c973; 7 326,08 ;; 7 326,08 ;;;;;
token not transferred;0x28c5fb64e2204d976cbd364cfc4ead376c46f52d; 7 311,71 ;; 7 311,71 ;;;;;
token not transferred;0xcf44e1b107b4d45afb62a2b41cfcf29fbc017e72; 7 307,53 ;; 7 307,53 ;;;;;
token not transferred;0x0ae9c4be1efa4435e5deb77ed0dc8827149565b2; 7 249,80 ;; 7 249,80 ;;;;;
token not transferred;0x184a4a2b1415e514a1873a20e26b005773383732; 7 166,94 ;; 7 166,94 ;;;;;
token not transferred;0x9b92b57742cc1fed5575b87ccf9b3f95a8c1f334; 7 079,68 ;; 7 079,68 ;;;;;
token not transferred;0x6f81702d143b418c32cac3f5b246c07666701b71; 7 067,72 ;; 7 067,72 ;;;;;
token not transferred;0x832e917448a6f0a806be4cbe04ab43d85572ee42; 6 880,00 ;; 6 880,00 ;;;;;
token not transferred;0x7436658ac0b22208410eb5be54b2875f16457c2b; 6 880,00 ;; 6 880,00 ;;;;;
token not transferred;0x0c8f22dde6c361a6bc3cbed688a1684e127c5dee; 6 767,23 ;; 6 767,23 ;;;;;
token not transferred;0x774d8e67259798a266eb925baa8e88889060d1a8; 6 728,48 ;; 6 728,48 ;;;;;
token not transferred;0x62b73ee26634d18c221bf1f4b6a624883f905e33; 6 659,42 ;; 6 659,42 ;;;;;
token not transferred;0xd494e8011b64a7987acb299e0e83358cb67ff9da; 6 581,07 ;; 6 581,07 ;;;;;
token not transferred;0x27cf99431331eb5528a50f633ff5f000479a34f4; 6 580,95 ;; 6 580,95 ;;;;;
token not transferred;0x91e7862487a409da470c01bc05868ba150b40705; 6 553,43 ;; 6 553,43 ;;;;;
token not transferred;0x7a9d4b145ec8faf76432a94cbefadcb70223eabd; 6 536,87 ;; 6 536,87 ;;;;;
token not transferred;0xa1d29d9037622062fe638d5ee14b3b90b346e12c; 6 523,50 ;; 6 523,50 ;;;;;
token not transferred;0x20a3ac2615a791070b93d826f1fc2850bfc3a580; 6 486,61 ;; 6 486,61 ;;;;;
token not transferred;0x750477177349f4e0d432f2a075e4f6880ec2aa7c; 6 464,62 ;; 6 464,62 ;;;;;
token not transferred;0x19936e12f3e38584167285721ad391bcd007cdf3; 6 459,46 ;; 6 459,46 ;;;;;
token not transferred;0xaf398fe2cda47c8a9148f174e89e511ebf145ee6; 6 451,71 ;; 6 451,71 ;;;;;
token not transferred;0x3e1fe0c76b1dc7d1af485106aef31bb8460bc9b0; 6 447,51 ;; 6 447,51 ;;;;;
token not transferred;0x015d89bd8a9081636a4ba50c1f4b3d22494b60da; 6 354,62 ;; 6 354,62 ;;;;;
token not transferred;0x893fd9cbbaafa5ecf932de3634f5bfba5fb6f2c9; 6 290,90 ;; 6 290,90 ;;;;;
token not transferred;0x8c201a0bb21c665db99c73f93c78a70e6c49f06c; 6 290,16 ;; 6 290,16 ;;;;;
token not transferred;0x754fc0375f0c3ddb7958b0c0b19ff3f28d58c5e1; 6 278,00 ;; 6 278,00 ;;;;;
token not transferred;0xcbf5eec52356481bf3c4a9a65a176bc2ef6fa99f; 6 185,79 ;; 6 185,79 ;;;;;
token not transferred;0x1baf8bd57cfa55e1be491da9ecc5c4d96884496f; 6 133,86 ;; 6 133,86 ;;;;;
token not transferred;0x646c99dc0df5866696234f267ce20b7c88b6e9fa; 6 114,60 ;; 6 114,60 ;;;;;
token not transferred;0x9d5bdd94bf1db47f86f191baa625917be1e6f6af; 6 104,61 ;; 6 104,61 ;;;;;
token not transferred;0x8af5780d8302d9ed06f43e392df09024dc97ec17; 6 067,69 ;; 6 067,69 ;;;;;
token not transferred;0x31767025f844b2be2e7a2919163d69a4917f16fa; 6 020,00 ;; 6 020,00 ;;;;;
token not transferred;0x78b4d51fefb2af20b38c59bfebeff5742403ba54; 6 020,00 ;; 6 020,00 ;;;;;
token not transferred;0xa2dcf24dd8ac4cf64bca4983e7de8eb001eefd14; 5 936,76 ;; 5 936,76 ;;;;;
token not transferred;0x778522551b7ec1f1976d277904daa80e70bd2eee; 5 871,22 ;; 5 871,22 ;;;;;
token not transferred;0x5a2e1e3ed2b95f73d7c547a9548a1a13b02cec6f; 5 812,44 ;; 5 812,44 ;;;;;
token not transferred;0x12ddf53da3483ac4483c47704a9dc2a0dd3e3b18; 5 811,91 ;; 5 811,91 ;;;;;
token not transferred;0x12e64c3b24eaec24fda359bb4aca4f18b2af8469; 5 800,70 ;; 5 800,70 ;;;;;
token not transferred;0xb3d0c4f2067ef0ff6694b5484da4b5d377ea1d3b; 5 707,34 ;; 5 707,34 ;;;;;
token not transferred;0x6b127437cbfac0a1abc05964c628262d973e9298; 5 638,58 ;; 5 638,58 ;;;;;
token not transferred;0x837e1cec2509a2bd85609862597957b836e99726; 5 557,47 ;; 5 557,47 ;;;;;
token not transferred;0x50e25fc534a710e387fb8856d2f896f6c6822fc6; 5 523,08 ;; 5 523,08 ;;;;;
token not transferred;0xf0a27f723f1d301c822753e14b201a124da1bd87; 5 516,90 ;; 5 516,90 ;;;;;
token not transferred;0x20aa501ab6ea0176f7398e6b312dfdd251decded; 5 504,61 ;; 5 504,61 ;;;;;
token not transferred;0x9ffb6334606cb7dbbb14792f1c0d9f3df887987b; 5 442,93 ;; 5 442,93 ;;;;;
token not transferred;0x0d6a8e5df9788d9e5e30ce49436d90cfb545a254; 5 431,02 ;; 5 431,02 ;;;;;
token not transferred;0x562b9ac0f82a9e0ec137f6afe362e1e3f576ba4e; 5 430,04 ;; 5 430,04 ;;;;;
token not transferred;0xea127d8168de942546da8349d7611447bb9f2fd1; 5 411,11 ;; 5 411,11 ;;;;;
token not transferred;0x4432908d09805d91b440d2e0994382afac5fc96a; 5 374,76 ;; 5 374,76 ;;;;;
token not transferred;0x04c47d4773f451e09e6c1760e071575b4c225fb3; 5 338,88 ;; 5 338,88 ;;;;;
token not transferred;0x55f7f5d761f85e3a4fc47a7ce37fdf5ef4248ebb; 5 332,00 ;; 5 332,00 ;;;;;
token not transferred;0xbac2146f57523fabc38060cc217e5c694abb2443; 5 267,19 ;; 5 267,19 ;;;;;
token not transferred;0xe22e24ced86b4daf5be4121b5cf05da57a437e63; 5 237,49 ;; 5 237,49 ;;;;;
token not transferred;0x4364252a7974aee69f6075db596c6e64fe381edb; 5 178,99 ;; 5 178,99 ;;;;;
token not transferred;0xd30425834acb2a0468e339f2161418b91784bd87; 5 160,00 ;; 5 160,00 ;;;;;
token not transferred;0x19d76cdbae4843f29d61c4989c3e22a7a4060ae9; 5 160,00 ;; 5 160,00 ;;;;;
transfer to 249F;0x0cbd7d88c04ac0b2e06bf6015e901f6a5fe4e45c; 5 160,00 ;; 5 160,00 ;;;;;
token not transferred;0xbabe0aa23314153433b5eb2202863226b14c4926; 5 156,56 ;; 5 156,56 ;;;;;
token not transferred;0xb02171d7dd8dbf9fe872e656b37dfc5497de30b6; 5 108,76 ;; 5 108,76 ;;;;;
token not transferred;0x576e28a5903a4b7630219544d3a050315594769d; 5 067,88 ;; 5 067,88 ;;;;;
token not transferred;0x1da9819be1aa1c265844dccc3f89c24853ccaa7a; 5 000,44 ;; 5 000,44 ;;;;;
token not transferred;0x4c5922cfcd4b863bf389eb05f571fe88471505b1; 5 000,00 ;; 5 000,00 ;;;;;
token not transferred;0xc63521e3cb5eabda880facaecad9f358c329ab6d; 4 980,76 ;; 4 980,76 ;;;;;
token not transferred;0x1080e16a625b7ce311bca03890e2d4f9a98c640f; 4 928,36 ;; 4 928,36 ;;;;;
token not transferred;0x14821943a985cb301352d74cf1a9530d91a2ed16; 4 810,88 ;; 4 810,88 ;;;;;
token not transferred;0xd6517b7f854f534494f5615eb20bc84014d9a8fb; 4 757,52 ;; 4 757,52 ;;;;;
token not transferred;0x17e5fc729dbecc3e28356d2fbfb6123505c59dd2; 4 751,13 ;; 4 751,13 ;;;;;
token not transferred;0x56b56bb76b0ef4fbf6c075f00467bbbc66facab5; 4 730,95 ;; 4 730,95 ;;;;;
token not transferred;0x27f2819d9283ff46a050473056478bb466d36546; 4 730,00 ;; 4 730,00 ;;;;;
token not transferred;0x9d20dc908c6b11509ca1a014ee45a26f1012756f; 4 702,48 ;; 4 702,48 ;;;;;
token not transferred;0x3c09030dca375287a3365aaa52be206198057f44; 4 678,40 ;; 4 678,40 ;;;;;
token not transferred;0xaa9a132a0e5a495ae5678ad3dbbf850d786eb747; 4 612,52 ;; 4 612,52 ;;;;;
token not transferred;0x8517f1bfe955dfaa48412cb61a46b146983ae9a6; 4 563,34 ;; 4 563,34 ;;;;;
token not transferred;0x47c17e5bf58087b9e8cf417a3c772b09f16f9fef; 4 540,80 ;; 4 540,80 ;;;;;
token not transferred;0xff418e8181ffd9b91c077f6dbf27c56ba16634f3; 4 492,25 ;; 4 492,25 ;;;;;
token not transferred;0x1bc7c920158b94d0736a1f32a9b4251812d9472c; 4 461,23 ;; 4 461,23 ;;;;;
token not transferred;0xd38307a1f7472785851cb82f79d62ae8d7032288; 4 444,51 ;; 4 444,51 ;;;;;
token not transferred;0xa55c15492b264584fc9d2ad2e51fd718a4dcd5c7; 4 420,97 ;; 4 420,97 ;;;;;
token not transferred;0x793188aa6ae55245200bbc76343a702a5511e28b; 4 386,79 ;; 4 386,79 ;;;;;
token not transferred;0x93bdf1ead874f689248fd20dace647da592f9abf; 4 342,90 ;; 4 342,90 ;;;;;
token not transferred;0xea7796d7e3c5bf22dfbfd7f9fa0686bb428f7e1d; 4 319,87 ;; 4 319,87 ;;;;;
token not transferred;0xd939433a0921b5ea0c0130553d662d7dccd93db3; 4 304,30 ;; 4 304,30 ;;;;;
token not transferred;0xa7c75f1d8a13bd0ba067d7e9c7d0738fb25d3792; 4 300,00 ;; 4 300,00 ;;;;;
token not transferred;0xd638003f1919691b067f75778a74eb48a489cf12; 4 300,00 ;; 4 300,00 ;;;;;
token not transferred;0x49de9c59f669d0fdb679f73f416d0ab8980fb170; 4 300,00 ;; 4 300,00 ;;;;;
token not transferred;0xa39798c2ca5e9d78faec2fbce70905b7e552de28; 4 300,00 ;; 4 300,00 ;;;;;
token not transferred;0xae0706b2a61912b6c062631a90a4a8ffa2f8e471; 4 300,00 ;; 4 300,00 ;;;;;
token not transferred;0xce888c22f849c3560330a571dbf8b7b0945390cb; 4 300,00 ;; 4 300,00 ;;;;;
token not transferred;0xccef582c7678b34e0107a199052902e69031beb6; 4 280,22 ;; 4 280,22 ;;;;;
token not transferred;0x4ddd8df6121207f3f681b123d9df90307e5f69f5; 4 263,02 ;; 4 263,02 ;;;;;
token not transferred;0xdd1f3dab28447c6bde61116ca38534801234d728; 4 259,59 ;; 4 259,59 ;;;;;
token not transferred;0x7c314c39294e911c77f337fff273286a0b4e6554; 4 183,91 ;; 4 183,91 ;;;;;
token not transferred;0xcaf5796100c04fc2b0224568b687721c826b41c6; 4 179,22 ;; 4 179,22 ;;;;;
token not transferred;0x9d2d170bcfb2e0082834ac22007c0e4164bb344a; 4 042,90 ;; 4 042,90 ;;;;;
token not transferred;0x63f98c61ebf3ca15a870da9d4ee8ffa190d0273f; 4 034,88 ;; 4 034,88 ;;;;;
token not transferred;0x7326b916fe418a4d10f504c2c50a84f174c6e85d; 4 010,02 ;; 4 010,02 ;;;;;
token not transferred;0xbf612afa1fe92f81f7840f3c6cd1f57b991a578f; 3 906,28 ;; 3 906,28 ;;;;;
token not transferred;0x9d79ee4dbfa90f693e996d75109a33042746b91f; 3 893,48 ;; 3 893,48 ;;;;;
token not transferred;0x925544a0bc7b3db16daafeaeb59e6c20a2952d6d; 3 884,29 ;; 3 884,29 ;;;;;
token not transferred;0x5eb0d044401299792eb8215d75bc3925f22ee611; 3 870,00 ;; 3 870,00 ;;;;;
token not transferred;0x1f73eb9d0b2a6b2acfc8b5f9d31887b90a8654a1; 3 870,00 ;; 3 870,00 ;;;;;
token not transferred;0xeac52d2de32ace99cf7dfaceeaa20f50c7c9f640; 3 870,00 ;; 3 870,00 ;;;;;
token not transferred;0x7dd2811e01217b1c09fb6fb24c56f2b07dbde78d; 3 848,94 ;; 3 848,94 ;;;;;
token not transferred;0x3081bbe48e7bb0f8baa2e5e228d63be4d6c17ed3; 3 839,96 ;; 3 839,96 ;;;;;
token not transferred;0x2fe0ca86c7f394d4427f70c93effeb7fc0f4b8cb; 3 814,10 ;; 3 814,10 ;;;;;
token not transferred;0xb1f6e7f29c39beeeb466e047570973fbb3d749d5; 3 769,72 ;; 3 769,72 ;;;;;
token not transferred;0x8fafce4bd8631b9cb7e2c0310916b6e13ef5606c; 3 766,98 ;; 3 766,98 ;;;;;
token not transferred;0x82638fcf9700d4f2703d8353c1c28f65ef572939; 3 687,06 ;; 3 687,06 ;;;;;
token not transferred;0x33f128b5ce935c2598b368b7ccc7eaf6165c1c1f; 3 675,24 ;; 3 675,24 ;;;;;
token not transferred;0xf7a0424e2561415846d0b6cceb4dae8d7b57aa21; 3 632,07 ;; 3 632,07 ;;;;;
token not transferred;0xcf259689f630c52241c684531e16dd324294c019; 3 629,20 ;; 3 629,20 ;;;;;
token not transferred;0x5d6e2dab296c823367af7418b57027a53e774101; 3 626,03 ;; 3 626,03 ;;;;;
token not transferred;0x53cab9e8b1548d3630be5ca441b016a8547e762b; 3 622,41 ;; 3 622,41 ;;;;;
token not transferred;0xf99f430fbf35cb2393962a43fadd1f2baf2b979f; 3 597,70 ;; 3 597,70 ;;;;;
token not transferred;0x128e5c565d038d62395e9b376c228cfcc2548eb7; 3 584,91 ;; 3 584,91 ;;;;;
token not transferred;0xbd19b7207c2b33b571d256588849b7d3c836690c; 3 581,16 ;; 3 581,16 ;;;;;
token not transferred;0x6a9a7920090697b724094867102cc9833c79666a; 3 547,50 ;; 3 547,50 ;;;;;
token not transferred;0xd40bba562d9e2cf8df68aec0a4bbd22a05646206; 3 521,26 ;; 3 521,26 ;;;;;
token not transferred;0x08b1ad7d03d6d813e3841b06dffda04c1453da19; 3 519,23 ;; 3 519,23 ;;;;;
token not transferred;0x6878a8c2972426c1c96a5590deb90e7c1e6eaf16; 3 512,17 ;; 3 512,17 ;;;;;
token not transferred;0x6bad1d9d0e1bb9d51173be3c09d14f55103861e5; 3 510,07 ;; 3 510,07 ;;;;;
token not transferred;0x254984cc6a3d99b008b90d5ab5d7b2a8dca74382; 3 476,63 ;; 3 476,63 ;;;;;
token not transferred;0xa7ebb28d162ac58e48a08aa56bd67578ec4d3b4c; 3 458,90 ;; 3 458,90 ;;;;;
token not transferred;0xf0400f3c2db23fa954095395d696ecb89e562e71; 3 440,00 ;; 3 440,00 ;;;;;
token not transferred;0x912758b4a312b1352942e49d2cb551d5bfeea16b; 3 440,00 ;; 3 440,00 ;;;;;
token not transferred;0xb98e4465d09579dc5e9fb7e4f86106a63bdf65e0; 3 430,12 ;; 3 430,12 ;;;;;
token not transferred;0x1419d0efedee97fc6c606b455e444e346cba7d0c; 3 412,48 ;; 3 412,48 ;;;;;
token not transferred;0x92a5ac59f18ae98903c8f31be840741bb05ab4e1; 3 398,20 ;; 3 398,20 ;;;;;
token not transferred;0x004bd5a20721f83b6126ebd8eff44c81e310063f; 3 385,82 ;; 3 385,82 ;;;;;
token not transferred;0x7d17d4a039fd767edd9f45192d72f128e6f3ea3b; 3 376,89 ;; 3 376,89 ;;;;;
token not transferred;0x3d1a761d78689c3c23c1a88022acf78bcb6341f8; 3 362,60 ;; 3 362,60 ;;;;;
token not transferred;0xe4e5610f35fe6f5280d9997381b2cac203a3c977; 3 360,85 ;; 3 360,85 ;;;;;
token not transferred;0xc17d6993a3f3ac8f708fe6f0dcfefbf690e53e76; 3 319,61 ;; 3 319,61 ;;;;;
token not transferred;0xa887bd3f84a900b0fb123ffc6cb4af404430fb42; 3 316,82 ;; 3 316,82 ;;;;;
token not transferred;0x084673a8f133369288ae5f1a2871302b47232e25; 3 314,44 ;; 3 314,44 ;;;;;
token not transferred;0xecbda29a12610983b009c268efd0c3c1233e2896; 3 242,43 ;; 3 242,43 ;;;;;
token not transferred;0x93ecca40f08001a8858bf6bad5c5584965c54ab3; 3 230,16 ;; 3 230,16 ;;;;;
token not transferred;0xa82e6fbd2af7cc7ec4c7ecf3ed6ec26b31d71069; 3 176,84 ;; 3 176,84 ;;;;;
token not transferred;0x10da41b9d25470ae3e0c7225237744c5e22d36d8; 3 101,16 ;; 3 101,16 ;;;;;
token not transferred;0xd729efb43c82025cc461857aa2b7d2890ad980c4; 3 096,00 ;; 3 096,00 ;;;;;
token not transferred;0x842f45c5fff68733db74aa92bb686d36c924aa63; 3 049,19 ;; 3 049,19 ;;;;;
token not transferred;0x87aabc52f7123e65e1a6cb9710a71b239c5a96ae; 3 022,55 ;; 3 022,55 ;;;;;
token not transferred;0xbf0f053d5c25fd3034343596f9af3a9eb073a6fb; 3 015,87 ;; 3 015,87 ;;;;;
token not transferred;0xd64e8896b35b1e25d595a58ed225d9fb36089293; 3 010,00 ;; 3 010,00 ;;;;;
token not transferred;0x43ceda18f8b0b983b24b17abdfbd526473426dcd; 3 010,00 ;; 3 010,00 ;;;;;
token not transferred;0x068acd142772ebdaf6130ae58b52f71129c21f0a; 2 923,04 ;; 2 923,04 ;;;;;
token not transferred;0xa13f072ccfa04cb9c5d6690ff7a5cd91a489490f; 2 909,80 ;; 2 909,80 ;;;;;
token not transferred;0x79e8be218dcc7c74f58a724ee189ac14fbfce430; 2 907,20 ;; 2 907,20 ;;;;;
token not transferred;0x4100a4c4283365ce00e242ba71c083c8ad688dcd; 2 905,25 ;; 2 905,25 ;;;;;
