status;HolderAddress;Balance V1;Post LP drain movements;V2 Migration Qty;comment;;0x7b1ab81f951b9fb609de4c162e0dedecdd6cc54f; 13 846,00   ;#N/A
transfer to 249F;0xeda5d830a03de4510d986d6dadbef4a0525130d1; 233 559,86 ;; 233 559,86 ;;;;;
token not transferred;0xe91b6ec8109c53309724fe15f9e463a7fcf49e58; 232 807,49 ;; 232 807,49 ;;;;;
token not transferred;0x12109bd53356b761db1b9287559ec9d9b3f5dc94; 232 670,62 ;; 232 670,62 ;;;;;
token not transferred;0xe42118abe98f73aeabcd9c7c04a921fbbd51e6de; 232 200,00 ;; 232 200,00 ;;;;;
transfer to 249F;0x386222b6a7f752454b8c9056c9f940473739442e; 232 200,00 ;; 232 200,00 ;;;;;
token not transferred;0xeaeedee412d6b59e139cc593332c93bcee127f8c; 230 533,63 ;; 230 533,63 ;;;;;
token not transferred;0xc105e37482dc519c0c3ff5a10f1630d6a41e210a; 230 406,57 ;; 230 406,57 ;;;;;
transfer to 249F;0x05c54ec4b7d3266cd06527572b4f6bb3639029ca; 230 375,88 ;; 230 375,88 ;;;;;
transfer to 249F;0xbef5a136955ef78291782bfef5045980853c3dae; 229 387,04 ;; 229 387,04 ;;;;;
token not transferred;0xb39b985bbbcfbf3a73099e3c9d056d393b021cee; 229 301,03 ;; 229 301,03 ;;;;;
token not transferred;0x6781ac442f9b04add343748447736163077d38f0; 228 315,21 ;; 228 315,21 ;;;;;
transfer to 249F;0xa4f49367007f2411412982ef937a4a29df8d3ec7; 227 900,00 ;; 227 900,00 ;;;;;
transfer to 249F;0xe6e674b382d0bb071412f261a1d3e8e5ab1ffb00; 227 814,00 ;; 227 814,00 ;;;;;
transfer to 249F;0x969c346e837232f0618bda2071d22a9de37c06a4; 227 801,98 ;; 227 801,98 ;;;;;
token not transferred;0xa405240ab3af84dd53e24f9081e785a8471ab5de; 227 549,68 ;; 227 549,68 ;;;;;
token not transferred;0x3288d860ce91fa7a8a13b8c24b4daf37003011db; 226 292,66 ;; 226 292,66 ;;;;;
token not transferred;0xb3356a8812f9ca5af1824b99ace349011cfd0f28; 226 181,19 ;; 226 181,19 ;;;;;
token not transferred;0xe2272c2f67333e7b863b32402b05f56b5f2bcf62; 225 960,61 ;; 225 960,61 ;;;;;
token not transferred;0x3169bc5146f64054ec82fedbfd6642e94ac9e527; 223 953,93 ;; 223 953,93 ;;;;;
token not transferred;0x88ad6cd176dc4976e6c6883c87ceec8b481eda55; 223 576,04 ;; 223 576,04 ;;;;;
transfer to 249F;0xf3a6e8f61b3ce4bee3dc53bdcff2bc341c2a5a34; 222 948,56 ;; 222 948,56 ;;;;;
token not transferred;0x2fb54e154c49464ef8764c9f0c44c04beaad7e5e; 222 679,80 ;; 222 679,80 ;;;;;
transfer to 249F;0x7d79789f5dfbcb3921be55c54cc0ff8d29353b54; 222 208,21 ;; 222 208,21 ;;;;;
token not transferred;0xe37c7cad1d32f37d740f4fe4a1517e40cdb1b555; 222 195,02 ;; 222 195,02 ;;;;;
token not transferred;0x983e8cc162f5149b99ac98bb0e657e62d3edbc9c; 221 973,66 ;; 221 973,66 ;;;;;
token not transferred;0xd5586321ab419e1bf622df30119e8c7b59e03569; 221 142,09 ;; 221 142,09 ;;;;;
token not transferred;0xd7d89a629e822a3dc412972ceb25a6ab331e314a; 220 927,55 ;; 220 927,55 ;;;;;
token not transferred;0xda262e9969e9660f5ed75cb0983dd665b78233ad; 219 933,23 ;; 219 933,23 ;;;;;
token not transferred;0x701eff19b9cc6af26b5345e952be9457959dc574; 219 224,32 ;; 219 224,32 ;;;;;
token not transferred;0xb445ef45f75302b1612505ede08cb4778b56c099; 217 438,27 ;; 217 438,27 ;;;;;
transfer to 249F;0x484ac464c7b3b7f6ab95ae22bb5c8c5705ad8e77; 217 230,84 ;; 217 230,84 ;;;;;
token not transferred;0x8d0c580df449747ee4c158a379e40ea9e908f2db; 217 217,11 ;; 217 217,11 ;;;;;
token not transferred;0xf9c613c4f487b9eebc2c70ce80a20bd2f04c3699; 216 733,08 ;; 216 733,08 ;;;;;
token not transferred;0x72ce46ac374b9fef84086f6c6b5e2b4825fdd996; 216 163,95 ;; 216 163,95 ;;;;;
transfer to 249F;0x720f9963fd3b7f5fa992f65bbe32a83f574fe4e9; 215 692,18 ;; 215 692,18 ;;;;;
token not transferred;0x798ae4915d30a1daa80c2f7d4449537a31ce1a97; 215 658,41 ;; 215 658,41 ;;;;;
token not transferred;0xb63b5617eb9f9eaeda48d2eb642d0170cbe93872; 215 300,14 ;; 215 300,14 ;;;;;
token not transferred;0xd821008290e09ee070d25e19f289d1f66947f343; 215 000,00 ;; 215 000,00 ;;;;;
token not transferred;0x85d15fb4d876546522eae37057aedc109e074d38; 215 000,00 ;; 215 000,00 ;;;;;
token not transferred;0x7776b5c4c2169affce7b0f066f9887fd36b18f31; 214 588,92 ;; 214 588,92 ;;;;;
transfer to 249F;0xd132ded914e89b21e59e02b97d71fd4289ef68b7; 213 827,30 ;; 213 827,30 ;;;;;
token not transferred;0xf04c13fa928f2c20fa5a55ffe2c3abf190943cf5; 213 566,49 ;; 213 566,49 ;;;;;
token not transferred;0x676453d23fdcdc939718b290f7ce613d45330fe3; 213 328,04 ;; 213 328,04 ;;;;;
token not transferred;0x6108e95b5866bddd1d5beda38d6c4485e49bc6eb; 211 877,84 ;; 211 877,84 ;;;;;
transfer to 249F;0x3084a2f146edb50307bc044986e2a267605429a5; 211 760,72 ;; 211 760,72 ;;;;;
token not transferred;0x4762f33bc0da18ad4bad0000ccf32552ebbc8606; 211 578,31 ;; 211 578,31 ;;;;;
transfer to 249F;0xaa73a7cccf21100d4c7361b3bf602f7191a61e09; 210 425,08 ;; 210 425,08 ;;;;;
token not transferred;0x8972991bec9a307571831134d77c143f3bcdd751; 210 339,43 ;; 210 339,43 ;;;;;
token not transferred;0xed8fbd380e51f5f715599e821914da98b2d4076e; 209 902,41 ;; 209 902,41 ;;;;;
token not transferred;0x354e78e2a3896d4f88627f5d1c5c4126f7e95a87; 209 600,02 ;; 209 600,02 ;;;;;
token not transferred;0x84b0fe1fb06d9881cb74987562729f4b27ac0eac; 209 382,40 ;; 209 382,40 ;;;;;
transfer to 249F;0xb2b7cf1cfec681fa26c1a27472a1eaf9b6349902; 209 128,54 ;; 209 128,54 ;;;;;
token not transferred;0xea7a10d4c82f0c704cc4e4cc78565376300a13f8; 208 861,11 ;; 208 861,11 ;;;;;
transfer to 249F;0xacbde0861bdcb65e6b5baa22c2967ab063f28116; 208 713,78 ;; 208 713,78 ;;;;;
token not transferred;0xbb11b56bcf14c3f02fc9b16819b7141da0752c3c; 208 000,08 ;; 208 000,08 ;;;;;
token not transferred;0xb94d6ec9dd96df39d7ac6505367431d1b0b5e7a7; 207 900,61 ;; 207 900,61 ;;;;;
token not transferred;0x73fe575fa891372155095e8b38bd6963cabd22a2; 207 805,18 ;; 207 805,18 ;;;;;
token not transferred;0xf8e70a646efdf05b534fff83f040da0d2bae9361; 207 660,58 ;; 207 660,58 ;;;;;
transfer to 249F;0xcc19fc0ba5e5bef2299f3a33a939ba1d6ec5fcfd; 207 439,15 ;; 207 439,15 ;;;;;
transfer to 249F;0x5a595c8304438da3146c9e7c67012b66e2589712; 207 229,04 ;; 207 229,04 ;;;;;
token not transferred;0x14938562e5297c295e9922855c02c930401b2cc7; 206 289,45 ;; 206 289,45 ;;;;;
token not transferred;0xff55419c61c2698d9492827e96bd34519f35b09c; 205 573,00 ;; 205 573,00 ;;;;;
token not transferred;0x872c7595db1b3523834c1d99cd013d621e88899f; 205 536,05 ;; 205 536,05 ;;;;;
token not transferred;0x68f2fa4cf7fb57f1fdbd8a6c84c66364e45058e3; 205 503,62 ;; 205 503,62 ;;;;;
token not transferred;0x2c07fa82ef999bce622d28abe2e6f8144b4f0f3a; 205 200,30 ;; 205 200,30 ;;;;;
token not transferred;0xa9038cfe015d43a8376b80f12836eb26d6fc63fa; 204 988,80 ;; 204 988,80 ;;;;;
transfer to 249F;0xaa42d3f5266656c741774734ea170fa676f950c1; 204 790,04 ;; 204 790,04 ;;;;;
token not transferred;0x70114a29c71d464d3d98eef37efbbd982044dda3; 204 680,00 ;; 204 680,00 ;;;;;
token not transferred;0x557fa3e98b063cbbe39d9288f9b6fb3f79d504a3; 204 549,69 ;; 204 549,69 ;;;;;
token not transferred;0xac3a6e9d7e03e8fb51382119f247bf0b3d3d5c9c; 203 612,40 ;; 203 612,40 ;;;;;
transfer to 249F;0x39034edfeebc3b9febfc7e5debb5818e96e488a4; 203 450,94 ;; 203 450,94 ;;;;;
transfer to 249F;0x7a1cac8635ac6491b4958efb03c4f1ca68dd6a8f; 203 337,87 ;; 203 337,87 ;;;;;
token not transferred;0xae7685422aa7747bd05d93a24322b454b401d26d; 202 430,26 ;; 202 430,26 ;;;;;
token not transferred;0x4dadb803e07e0371eb265a49fa63768e22629028; 202 022,25 ;; 202 022,25 ;;;;;
token not transferred;0x102faef9c6eeab79272fbfbdecc066d9e0b90584; 201 670,00 ;; 201 670,00 ;;;;;
token not transferred;0xbaa12847c3d56341fcdbd72bd973f6b9538b541b; 201 496,60 ;; 201 496,60 ;;;;;
token not transferred;0xf7968bb1a322a7840ef6bc7a1d2f55cb69bb14df; 201 212,07 ;; 201 212,07 ;;;;;
token not transferred;0x8a96660d0de96f14e5b60f6148a1b50caebe2c86; 201 170,34 ;; 201 170,34 ;;;;;
token not transferred;0x2861716839356526dd0de5d1827b7e7b7a54d26d; 201 126,09 ;; 201 126,09 ;;;;;
token not transferred;0xcd59e21df64619e6b6b09d802f758ad32498fc32; 200 958,78 ;; 200 958,78 ;;;;;
token not transferred;0x3a2a058439d20b370359df1b69b46256a28a44eb; 200 941,75 ;; 200 941,75 ;;;;;
token not transferred;0xdd560b34402c0e3fdd55286ad6c91872a85d1fb5; 200 705,45 ;; 200 705,45 ;;;;;
token not transferred;0xa552eb85cd3455abacbba420ac9c034a2179b83a; 200 631,37 ;; 200 631,37 ;;;;;
token not transferred;0x773e0720f02e53f08550ea3250d9a58ef259cb29; 200 380,00 ;; 200 380,00 ;;;;;
token not transferred;0x48426f32a34c8e7543ab210c18aaa3713884994f; 200 033,34 ;; 200 033,34 ;;;;;
transfer to 249F;0x5be716853fe7296e8c0063d925b4dd1eea5d8971; 200 001,72 ;; 200 001,72 ;;;;;
token not transferred;0x1ec291c3fc4358fd77a0e172bbd8bfc2ec62c1b0; 200 000,00 ;; 200 000,00 ;;;;;
transfer to 249F;0xe160e6350f309f62fc6d64f47399fbecaa6fb548; 200 000,00 ;; 200 000,00 ;;;;;
token not transferred;0x6934c091e3401a5545ea5451b24742ad0b995d31; 199 910,89 ;; 199 910,89 ;;;;;
token not transferred;0xb82ff28740454bd94de9c8bf3e28b450fa83bd1c; 197 991,44 ;; 197 991,44 ;;;;;
transfer to 249F;0x2e40d5dd4c2ae3b3bd3c6658f131b592e1a3911d; 197 665,44 ;; 197 665,44 ;;;;;
token not transferred;0x2a4618bc7d98ce4a4c256f243041f97bd155c704; 195 178,72 ;; 195 178,72 ;;;;;
token not transferred;0x27b102bcc0df9f668e8730f68f40b97d04dde95c; 194 001,17 ;; 194 001,17 ;;;;;
token not transferred;0xba3760bf6bfcdf62e524513df69c5ff54f4c712d; 184 392,23 ;; 184 392,23 ;;;;;
token not transferred;0x3c6277928591d910f1c93e854681c763af8a6441; 184 124,40 ;; 184 124,40 ;;;;;
token not transferred;0xbf91156bf58e4f60d115e9f98bca0ddb19b166a9; 182 923,79 ;; 182 923,79 ;;;;;
transfer to 249F;0xcb2f3b7dfbf2cca23aa6ae2beef561ab215b9c8e; 180 186,57 ;; 180 186,57 ;;;;;
token not transferred;0xe37cadf131c8bd8e3fe0a3379882f2576fe8f755; 178 901,84 ;; 178 901,84 ;;;;;
transfer to 249F;0x63d37960498a1c56d106666d97891c7f7b7baf77; 173 402,33 ;; 173 402,33 ;;;;;
token not transferred;0xb361d23ef2e489f418d2824a13eef6a3403ff5e7; 172 894,40 ;; 172 894,40 ;;;;;
token not transferred;0xaeee0262ed6611890bb549631c60c2ee6a0f1e97; 172 549,42 ;; 172 549,42 ;;;;;
transfer to 249F;0x1d349a181048815b42e55109a29511827f5d5fa8; 172 007,74 ;; 172 007,74 ;;;;;
token not transferred;0x9a886f2813b1f22819d1fda12f3ef964f0a2a900; 172 000,00 ;; 172 000,00 ;;;;;
token not transferred;0x7de6e84080372b88d056dd052fc207586e71ab71; 171 701,89 ;; 171 701,89 ;;;;;
token not transferred;0x32edbe4685b386a3f89845485e1bb0d57115aaf9; 168 226,32 ;; 168 226,32 ;;;;;
token not transferred;0x35c643417538f5a6dd8dd55e75986d76d621bd3e; 167 066,30 ;; 167 066,30 ;;;;;
token not transferred;0x081bc6965fd1023b267548ff915fe1f115d0b088; 164 805,97 ;; 164 805,97 ;;;;;
token not transferred;0x46bf5cea60baa5d4c0dce3e5d0775d3d37cb25aa; 161 680,00 ;; 161 680,00 ;;;;;
token not transferred;0x8c458ee3ebc5dadfe5e0a3daae47e3c2aa62ff1c; 159 801,05 ;; 159 801,05 ;;;;;
token not transferred;0x9fa0163809a9f33f9349d2eb9c4e6e088c2c1c2e; 156 892,73 ;; 156 892,73 ;;;;;
token not transferred;0x7db42f2f6037367d2874352d855c9e49f3fc66a4; 154 557,36 ;; 154 557,36 ;;;;;
token not transferred;0xae6bc9d467839b55b11b0d190d1dcaa008fa9689; 152 506,99 ;; 152 506,99 ;;;;;
token not transferred;0x855bef99ca26bccc459c4e17194fa5a495a9e3c9; 150 564,00 ;; 150 564,00 ;;;;;
token not transferred;0xe7b51ae4ad631d2f171115ae9400ad54b206b6cc; 148 728,15 ;; 148 728,15 ;;;;;
transfer to 249F;0x04431f270f23413ed5a59e56bb1729892b5d8940; 148 492,49 ;; 148 492,49 ;;;;;
token not transferred;0x25c607652ccb73059a8999cec37aae695829ac77; 147 509,41 ;; 147 509,41 ;;;;;
token not transferred;0xc11fb512904c911290e0b20735c75bd4e9727306; 145 009,47 ;; 145 009,47 ;;;;;
token not transferred;0xdda7f118766c879937f71b82eaeca9307f158186; 143 871,21 ;; 143 871,21 ;;;;;
token not transferred;0xf0eff653313a8299ff0b27d885871b5e5dcdd395; 142 742,17 ;; 142 742,17 ;;;;;
token not transferred;0xf8492c666c6349e125939b3e4185ff35e554a9db; 142 432,27 ;; 142 432,27 ;;;;;
token not transferred;0x315aff6ba2cead0908b4120d68df85a569c6ecdc; 141 829,08 ;; 141 829,08 ;;;;;
token not transferred;0x2f918bcbae261bbc17eb11afae72ccd813e0236d; 141 417,54 ;; 141 417,54 ;;;;;
token not transferred;0xb3077e31acc7569bdfb05dfa86215adde98aad63; 140 678,74 ;; 140 678,74 ;;;;;
transfer to 249F;0xcd3a06e916335e815a52772a93505a8bb0e3c8a8; 136 986,23 ;; 136 986,23 ;;;;;
token not transferred;0x6691e0e4d2b01717ffc536eeefba434d5706065b; 135 111,16 ;; 135 111,16 ;;;;;
token not transferred;0xb4ad5b6e3d2ae138361186d547ace30075ac4e8c; 126 600,32 ;; 126 600,32 ;;;;;
transfer to 249F;0x83b7dce8055762d4db3a9fed420f1779425b10e8; 124 193,44 ;; 124 193,44 ;;;;;
token not transferred;0x8468c7781a573e29d6014bdd504f35f75de85b20; 120 836,69 ;; 120 836,69 ;;;;;
token not transferred;0xfb19a73ebae3d7220097f5213a8aca14cd0de072; 116 737,26 ;; 116 737,26 ;;;;;
token not transferred;0xa17596a50bc1026bec681e38dd41ae109cae17f9; 115 898,76 ;; 115 898,76 ;;;;;
token not transferred;0xb9697c9f1088f3aa8ce0c3294c385818dba2e885; 112 416,46 ;; 112 416,46 ;;;;;
token not transferred;0x7ac50c162a4a073e6371857a73db3ee1de8183d7; 112 125,08 ;; 112 125,08 ;;;;;
token not transferred;0x73bcff58e9504cccc5c0488f2250c98777a64e23; 111 800,00 ;; 111 800,00 ;;;;;
transfer to 249F;0x13a2e91221317d5c225cd48e85a3783417a5e63e; 106 655,81 ;; 106 655,81 ;;;;;
transfer to 249F;0x67838897f0c84f8dcdcef413e3ec727d4deaa654; 106 268,23 ;; 106 268,23 ;;;;;
token not transferred;0xd17e3f2d04c84dca6cec8a4b8dcfd658d5ea6370; 106 091,68 ;; 106 091,68 ;;;;;
token not transferred;0xb86336f0732c2a4aa4d9d3244ec9c4902c121294; 104 889,62 ;; 104 889,62 ;;;;;
token not transferred;0x4d5c02ba7c0a4c483903853a1ee904d9bf98d5f4; 103 218,06 ;; 103 218,06 ;;;;;
token not transferred;0x0e24b317545941a12b68ca76d4d3c4c0a3520608; 101 734,75 ;; 101 734,75 ;;;;;
token not transferred;0x0c6a7a4fc3c0551c2c7d04c1d275c18a1a0f8196; 101 547,20 ;; 101 547,20 ;;;;;
transfer to 249F;0x2df3f91aeb65dfdbd83d086263d5f670b1c12ce3; 100 929,38 ;; 100 929,38 ;;;;;
transfer to 249F;0x48d40a64ebf7fca9c331cb66300f3b9c3bcfdeba; 100 778,90 ;; 100 778,90 ;;;;;
token not transferred;0x38c2cdf5c9675441e4bcde17ba77a8aa466bd764; 100 000,00 ;; 100 000,00 ;;;;;
token not transferred;0x02e92c63d75bc43bb668327d395702a59400cce2; 98 514,72 ;; 98 514,72 ;;;;;
token not transferred;0x28f438899ddfc38ed728f7b806976aeafa664dab; 98 414,08 ;; 98 414,08 ;;;;;
token not transferred;0xb0c25163a03882b1706ce08dcba27ab272e1c644; 96 983,66 ;; 96 983,66 ;;;;;
token not transferred;0x8fca8d3b878d4bd5b77a7ce561ba651dbdebd9d6; 95 883,18 ;; 95 883,18 ;;;;;
token not transferred;0x033e7d0d4cf8c630612c83276c6b8fb5209b8a92; 94 625,80 ;; 94 625,80 ;;;;;
token not transferred;0xd6a9c87c14fb5ca7ee4e7811aa176e4edb8e725e; 94 535,50 ;; 94 535,50 ;;;;;
token not transferred;0x4145e79ecd536344c7caadf25f4a9579ca9b3f82; 93 587,78 ;; 93 587,78 ;;;;;
token not transferred;0x56ef0798a04778eda2d4015c75dfc3d58f94d7e2; 93 096,67 ;; 93 096,67 ;;;;;
token not transferred;0x2c7bc5a174b26ffae033ecdca54b46e404cb5031; 92 706,93 ;; 92 706,93 ;;;;;
token not transferred;0x16b676a2be0da0c90751675d98ce6eff2ddf8de9; 92 509,54 ;; 92 509,54 ;;;;;
token not transferred;0x8227d1552a454a6a6acb60675b19ef50950cde68; 90 811,97 ;; 90 811,97 ;;;;;
token not transferred;0x495fdeb509c0563bc8fd18bce6c9a8df57a6843f; 87 265,92 ;; 87 265,92 ;;;;;
token not transferred;0xe645f52912f351195f6588c9330fe13d834215eb; 87 083,60 ;; 87 083,60 ;;;;;
token not transferred;0xfcddac4725e933bbcf493bc1d1b9d29bb2d18b2e; 86 000,00 ;; 86 000,00 ;;;;;
token not transferred;0xccef5775ff00f2125270cf28c20d05e85fd24dd7; 85 999,14 ;; 85 999,14 ;;;;;
transfer to 249F;0xcd2272fccf11a20b5c2f38a0c84447cdf4b1d200; 85 417,16 ;; 85 417,16 ;;;;;
transfer to 249F;0x7221bceac2085f9ad6d13972e0f883ad667349b3; 83 863,07 ;; 83 863,07 ;;;;;
token not transferred;0xecfe1fe7e068459e93035881463fde29503386e4; 83 402,80 ;; 83 402,80 ;;;;;
transfer to 249F;0x1fdb3451396dd871159f9f1057f83d6ae0e65f1d; 80 569,41 ;; 80 569,41 ;;;;;
transfer to 249F;0xaf4c51a6d131f9cfca8a02176b40801c22109874; 78 670,94 ;; 78 670,94 ;;;;;
token not transferred;0x44709519e0227ee803cc25f946b58245b2d1e958; 77 238,14 ;; 77 238,14 ;;;;;
token not transferred;0xf045aa86f4cc63c0fd05a1b399ce146769322d71; 76 610,52 ;; 76 610,52 ;;;;;
token not transferred;0x1eb948266073947dbc6e3d92b4a41e80e3a92b7b; 75 793,52 ;; 75 793,52 ;;;;;
token not transferred;0xb6dbc0b9f5f7e7623d93709d1fef5565146d9017; 75 644,00 ;; 75 644,00 ;;;;;
token not transferred;0x5ac6d5c788cf60a2c506ed28ee8e0c1ab4864066; 75 244,46 ;; 75 244,46 ;;;;;
token not transferred;0xc0010efbaa9d95ca65145cd327303b117ab26c21; 75 106,85 ;; 75 106,85 ;;;;;
token not transferred;0xf15399a96b9168943640ee91dcb1c6b6a4dce5ea; 74 885,45 ;; 74 885,45 ;;;;;
transfer to 249F;0x50cac5b38cfb5c980b4fa04b17a9b096f82160c5; 74 204,67 ;; 74 204,67 ;;;;;
token not transferred;0xf939bca522f10c81df9ba9563c8a4253469746c6; 72 771,50 ;; 72 771,50 ;;;;;
token not transferred;0x99f1622e77e43f1470fccc0ddc9c59b5143076c1; 71 779,68 ;; 71 779,68 ;;;;;
token not transferred;0x64dc3ce83df76ee4923f1109e1e14df8c387bcc7; 70 714,94 ;; 70 714,94 ;;;;;
token not transferred;0x32bcbde8f701706c1eb4fa98ea5dcd61fb3c4df7; 68 837,47 ;; 68 837,47 ;;;;;
token not transferred;0x20593f8f9cb5ea3f423c5d3b85f6828f19d5c078; 68 462,55 ;; 68 462,55 ;;;;;
token not transferred;0x72d8868ed21f357bfa6f7ea90aa52be7545c0a58; 67 859,16 ;; 67 859,16 ;;;;;
token not transferred;0x96c195f6643a3d797cb90cb6ba0ae2776d51b5f3; 66 712,19 ;; 66 712,19 ;;;;;
token not transferred;0xda6068e204f500be8ddaf58f48e71761f5aeb3d8; 66 094,10 ;; 66 094,10 ;;;;;
token not transferred;0xf9149e86e4856e9e3480cd93e965bab254667cd0; 63 261,78 ;; 63 261,78 ;;;;;
transfer to 249F;0x813796a6294be49d3e15ebd03d4064bbee69c428; 63 227,28 ;; 63 227,28 ;;;;;
token not transferred;0x3dd586dedc33dc17b01793b38b09864591d4259a; 62 027,62 ;; 62 027,62 ;;;;;
transfer to 249F;0x2a4e0b2d2db8b7f3a7517eeee1498e5f34a9c69c; 61 344,02 ;; 61 344,02 ;;;;;
token not transferred;0xae8b2bc308e2cda4ec2dcfa6f209b4632831943e; 60 818,59 ;; 60 818,59 ;;;;;
token not transferred;0x89506ff22a9f353ea0017512b82343ef7cca68ec; 60 687,29 ;; 60 687,29 ;;;;;
token not transferred;0x0d5d00400d9edb84ce7a3063114df140e40ace22; 60 443,60 ;; 60 443,60 ;;;;;
token not transferred;0x459e0e3031a9502eb8fd22cb64fd7918f6b53a73; 60 000,00 ;; 60 000,00 ;;;;;
token not transferred;0xf49c077dabbc4701ef681dac32214b739dd7d358; 59 307,32 ;; 59 307,32 ;;;;;
transfer to 249F;0x873293c75eaf7f37d6bc2437cb5cafd262b7fbdc; 59 212,80 ;; 59 212,80 ;;;;;
token not transferred;0xf3d270f623ee6d934abb14b5e8454310dceed06b; 58 828,15 ;; 58 828,15 ;;;;;
token not transferred;0x303db82ee4b4ea4386b875bbeeffab8ce20c1121; 58 795,27 ;; 58 795,27 ;;;;;
token not transferred;0x5719c760a6a43ad381e24635341eeafa2e01a7b5; 58 715,00 ;; 58 715,00 ;;;;;
token not transferred;0x1f0f5c870fc0da463da29362bd8fe368845d7e60; 57 311,19 ;; 57 311,19 ;;;;;
token not transferred;0xe64621da883ce58e2d189ec7280d668989365810; 57 221,05 ;; 57 221,05 ;;;;;
token not transferred;0x2f40b7feff9d2cbbbcfe23ec7149a6c7add918a3; 56 775,48 ;; 56 775,48 ;;;;;
token not transferred;0x8281487be7909d21c39673666b54427a6114c48c; 56 705,82 ;; 56 705,82 ;;;;;
token not transferred;0x2cfeb1fe478a075e7602a3f6f9c69e8127ba0acb; 56 471,04 ;; 56 471,04 ;;;;;
token not transferred;0xe1ef80ec7c219a81a841325e728d27c9dbd340f2; 56 401,38 ;; 56 401,38 ;;;;;
token not transferred;0xdba162882ee9a1255a20205ee7a41dde08042134; 56 000,00 ;; 56 000,00 ;;;;;
token not transferred;0xa135dbd00b048377350c16de9959b7c1ba2c9481; 55 752,57 ;; 55 752,57 ;;;;;
token not transferred;0x65e6004856fc66cadacb3c0ff51b877dc1a3e60f; 54 783,63 ;; 54 783,63 ;;;;;
token not transferred;0x3aafdbd9843d9a6062339788bdc845e9a4d1e35a; 54 770,24 ;; 54 770,24 ;;;;;
token not transferred;0x3216fe053e09eaaa35324c4e5982d2f3d0ac3e60; 54 600,00 ;; 54 600,00 ;;;;;
token not transferred;0xd4f7ad177114416d7da553337237d425b3a66301; 54 178,93 ;; 54 178,93 ;;;;;
transfer to 249F;0xa27e124c85de9b3e09669b6a05956ab8bae24c6c; 53 981,14 ;; 53 981,14 ;;;;;
token not transferred;0xca985e9ae47a45799a5a7e8cb12190a43ea79754; 53 786,44 ;; 53 786,44 ;;;;;
token not transferred;0xdf3968c467a47d1a8839b7b493a71bfddab60489; 53 280,12 ;; 53 280,12 ;;;;;
token not transferred;0xf88f00bc1a4d386aee86642aecf1572d4490883c; 53 232,00 ;; 53 232,00 ;;;;;
token not transferred;0x60e23cb5092cb5018558960c82252c5b6366315f; 53 041,48 ;; 53 041,48 ;;;;;
token not transferred;0xa46a620362c1ab7511457b71daa2c94a84345586; 52 337,41 ;; 52 337,41 ;;;;;
token not transferred;0xb224ab9337b946f8fbfcb90de3e67b52e35f1ab9; 52 332,72 ;; 52 332,72 ;;;;;
token not transferred;0xf53d5ab3bd5e0b3d1e94d8dda96418351ae9b4fa; 51 738,97 ;; 51 738,97 ;;;;;
token not transferred;0xed1cb1d038ebda1b615914f1dc7446acded59521; 51 185,80 ;; 51 185,80 ;;;;;
transfer to 249F;0xbcbf793602406796651476335fbeb469ec14a281; 51 038,42 ;; 51 038,42 ;;;;;
token not transferred;0x356f2e041ae246c466eced2a1870eda3aa0afed4; 50 866,42 ;; 50 866,42 ;;;;;
token not transferred;0xe0fc444cd039f458aae27fa61ad85d139ac58394; 49 683,03 ;; 49 683,03 ;;;;;
token not transferred;0xbfde3e756b5d9e9282974a8414d1504ab7b01311; 49 450,00 ;; 49 450,00 ;;;;;
token not transferred;0x9e4acd34d04e8450d57642d18705366b6ada69bd; 49 415,60 ;; 49 415,60 ;;;;;
token not transferred;0x22ccd637ea422cd507e43133a44c68df814dab30; 49 350,46 ;; 49 350,46 ;;;;;
token not transferred;0x102c8100e5d81b51df5b385ffd73066bb103371d; 48 971,18 ;; 48 971,18 ;;;;;
token not transferred;0xe94d2311741a3d6fc1435ef8d31694a9bce7a2db; 47 621,56 ;; 47 621,56 ;;;;;
token not transferred;0xbc56177180915205335f7a8aec8f6e98e5c35cbe; 46 852,33 ;; 46 852,33 ;;;;;
token not transferred;0x9bc37d6fe91533e6765689a908eb1805744d6abf; 46 848,66 ;; 46 848,66 ;;;;;
token not transferred;0x84b079363717fc4589ecc95183d1afb7b42ceb8c; 45 969,41 ;; 45 969,41 ;;;;;
token not transferred;0x1462ef0cb26690ce51983308b6c13c3e0ebf673b; 45 539,32 ;; 45 539,32 ;;;;;
token not transferred;0xfd1dfe81304dcb6dc90775698cfa183fb6dddbc1; 45 538,75 ;; 45 538,75 ;;;;;
token not transferred;0x13600e4007a1510d6422c7dc87db565dad9030f3; 45 478,57 ;; 45 478,57 ;;;;;
token not transferred;0x188bbe24b003f0da7feb09b23066b914abf2a4c1; 45 286,04 ;; 45 286,04 ;;;;;
token not transferred;0xa275ab35a317dfd77f7c0d6a199c8e28fea54261; 45 256,41 ;; 45 256,41 ;;;;;
token not transferred;0xc5ceb98bb61838407a43c490f190bafbbaa1a6f6; 44 905,11 ;; 44 905,11 ;;;;;
token not transferred;0x339d95ddac462f4fc880f3eeed0dc97f43eb57e9; 44 072,36 ;; 44 072,36 ;;;;;
token not transferred;0x9260ae0f54877150399eb10094312c53cbf99ee0; 43 819,78 ;; 43 819,78 ;;;;;
token not transferred;0x7cfbc8c08553d2760526ccf277020a5b7acc76b7; 43 793,74 ;; 43 793,74 ;;;;;
